324|49|1|211|75080432000159|4|20/09/2019|255|1|0,000|75|2019|6|1|3000,0000|141|1001||||
324|50|1|211|75080432000159|4|24/09/2019|255|1|0,000|76|2019|6|1|3000,0000|141|1001||||
324|51|1|211|75080432000159|8|26/09/2019|255|1|0,000|77|2019|6|1|3000,0000|141|1001||||
324|52|1|211|75080432000159|8|27/09/2019|255|1|0,000|78|2019|6|1|3000,0000|141|1001||||
324|53|1|211|75080432000159|4|08/10/2019|255|1|0,000|79|2019|6|1|3000,0000|141|1001||||
324|54|1|211|75080432000159|3|16/10/2019|255|1|0,000|80|2019|6|1|3000,0000|141|1001||||
324|55|1|211|75080432000159|3|14/11/2019|255|1|0,000|81|2019|6|1|3000,0000|141|1001||||
324|56|1|211|75080432000159|4|19/12/2019|255|1|0,000|82|2019|6|1|3000,0000|141|1001||||
324|57|1|211|75080432000159|4|14/01/2020|255|1|0,000|83|2019|6|1|3000,0000|141|1001||||
324|58|1|211|75080432000159|4|30/01/2020|255|1|0,000|84|2019|6|1|3000,0000|141|1001||||
324|59|1|211|75080432000159|4|12/02/2020|255|1|0,000|85|2019|6|1|3000,0000|141|1001||||
324|60|1|211|75080432000159|3|14/02/2020|255|1|0,000|86|2019|6|1|3000,0000|141|1001||||
324|61|1|211|75080432000159|3|28/02/2020|255|1|0,000|87|2019|6|1|3000,0000|141|1001||||
324|62|1|37|07198313000145|7|01/06/2020|255|1|0,000|88|2020|6|2|4000,0000|169|1001||||
324|63|1|37|07198313000145|7|09/06/2020|255|1|0,000|89|2020|6|2|4000,0000|169|1001||||
324|64|1|37|07198313000145|7|13/07/2020|255|1|0,000|90|2020|6|2|4000,0000|169|1001|||147469,000|
324|65|1|37|07198313000145|7|20/07/2020|255|1|0,000|91|2020|6|2|4000,0000|169|1001||||
324|66|1|37|07198313000145|7|18/08/2020|255|1|0,000|92|2020|6|2|4000,0000|169|1001|||148363,000|
324|67|1|37|07198313000145|7|17/11/2020|255|1|0,000|93|2020|6|2|4000,0000|169|1001||||
324|68|1|37|07198313000145|4|15/12/2020|255|1|0,000|94|2020|6|2|4000,0000|169|1001||||
324|69|1|37|07198313000145|9|26/01/2021|255|1|0,000|95|2020|6|2|4000,0000|1008|1001||||
324|70|1|37|07198313000145|10|17/05/2021|255|1|0,000|96|2020|6|2|4000,0000|446|1001||||
324|71|1|37|07198313000145|10|20/07/2021|255|1|0,000|97|2021|6|2|3000,0000|446|1001|||149689,000|
324|72|1|37|07198313000145|10|22/09/2021|255|1|0,000|98|2021|6|2|3000,0000|446|1001||||
324|73|1|37|07198313000145|10|02/12/2021|255|1|0,000|99|2021|6|2|3000,0000|1008|1001|||150579,000|
